Order_ID,Customer_ID,Order_Date,Year,Month,Day,Day_Of_Week,Quarter,Customer_Age,Customer_Gender,Country,City,Customer_Segment,Product_ID,Product_Category,Product_Subcategory,Brand,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Coupon_Used,Shipping_Cost,Tax_Amount,Order_Amount,Payment_Method,Device_Type,Traffic_Source,Membership_Status,Shipping_Method,Warehouse_Region,Delivery_Days,Order_Status,Returned,Review_Rating,Customer_Lifetime_Value,Profit_Margin_Percent,Profit_Amount,Season,Holiday_Season,High_Value_Order
618907,CUST008513,2023-09-03,2023,9,3,Sunday,3,43,Male,Saudi Arabia,PARIS,Returning,PROD01571,Groceries,Snacks,Trendify,34.64,2,15,10.39,Yes,13.27,2.71,74.87, cash on delivery  ,Desktop,Paid Ads,Gold,Same Day,South,4,Delivered,No,4.9,71.81,13.75,10.29,Autumn,No,No
604072,CUST002472,26-Mar-2024,2024,3,26,Tuesday,1,52,Female,France,Sydney,New,PROD01766, ELECTRONICS  ,Accessories,QuickCart,504.17,4,20,403.34,Yes,13.29,85.67,1712.3,Bank Transfer,Tablet,Referral,Gold,Express,Central,2,Delivered,No,4.8,13071.04,3.0,51.37,Spring,Yes,Yes
620346,CUST007566,17-Jun-2024,2024,6,17,Monday,2,26,Female,Canada,New York,Returning,PROD00823,electronics,Laptop,ValueMax,516.4,3,5,77.46,No,2.34,175.78,1649.86, Credit Card  ,Mobile,Paid Ads,Gold,Standard,East,8,Delivered,No,3.4,8621.53,30.83,508.65,Summer,No,Yes
602890,CUST000789,02/23/2026,2026,2,23,Monday,1,999,Male,France,Mumbai,Returning,PROD00636,GROCERIES,Fresh Produce,PrimePlus,14.34,2,15,4.3,Yes,9.5,3.27,37.15,Wallet,Mobile,Referral,Silver,Standard,East,3,Cancelled,No,3.9,227.81,28.88,10.73,Winter,No,No
607105,CUST005560,06-Oct-2024,2024,10,6,Sunday,4,30,Female,Germany,DUBAI,Returning,PROD02236,electronics,Mobile,QuickCart,366.78,4,5,73.36,No,20.24,83.79,1497.79,paypal,Mobile,Referral,Standard,Same Day,Central,5,Delivered,No,3.4,9040.1,21.97,329.06,Autumn,No,Yes
624573,CUST000739,01-Aug-2025,2025,8,1,Friday,3,30,Female,Pakistan,mumbai,New,PROD00134,FASHION,Shoes,Apex,114.04,4,5,22.81,No,19.02,51.11,503.48,Bank Transfer,Desktop,Referral,Silver,Express,North,4,Returned,Yes,2.4,1995.13,26.54,133.62,Summer,No,Yes
623638,CUST004812,2023/02/24,2023,2,24,Friday,1,44,Male,Canada,NEW YORK,Returning,PROD02152,beauty,Makeup,Zenith,31.74,3,0,0.0,No,11.99,8.87,116.08,cash on delivery,Mobile,Referral,Silver,Express,North,5,Delivered,No,3.2,1015.51,36.78,42.69,Winter,No,No
607143,CUST003648,02/06/2023,2023,2,6,Monday,1,35,Male,Australia,dubai,Returning,PROD01032, Home & Kitchen  ,Decor,EcoLife,232.34,3,5,34.85,No,8.93,67.87,738.97,WALLET,Desktop,Direct,Standard,Standard,East,5,Delivered,No,3.3,5431.77,29.5,218.0,Winter,No,Yes
610142,CUST008980,2025-02-12,2025,2,12,Wednesday,1,26,Female,Canada,Karachi,Returning,PROD00882,Beauty,Haircare,PrimePlus,31.78,5,15,23.84,Yes,17.86,16.83,169.75,Debit Card,Tablet,Social Media,Silver,Express,South,3,Delivered,No,4.5,2420.0,26.94,45.73,Winter,No,No
607092,CUST004251,09/23/2025,2025,9,23,Tuesday,3,35,Female,France,paris,Loyal,PROD02054,Electronics,Laptop,Zenith,700.1,3,30,630.09,Yes,17.65,93.54,1581.4,Debit Card,Desktop,Social Media,Standard,Express,South,0,Delivered,No,3.9,10265.59,21.41,338.58,Autumn,No,Yes
620778,CUST002476,2024-03-30,2024,3,30,Saturday,1,27,Male,India,Berlin,Loyal,PROD00990,beauty,Fragrance,Zenith,49.89,7,20,69.85,Yes,10.69,35.06,325.13,paypal,Mobile,Referral,Standard,Pickup,North,7,Delivered,No,3.9,6744.8,27.44,89.22,Spring,No,No
605434,CUST000738,27-Sep-2026,2026,9,27,Sunday,3,72,Female,UAE, New York  ,Returning,PROD00252,Home & Kitchen,Cookware,FreshMart,152.05,4,20,121.64,Yes,23.79,38.63,548.98,Bank Transfer,Mobile,Referral,Gold,Same Day,North,0,Cancelled,No,4.0,2603.38,14.4,79.05,Autumn,No,Yes
612815,CUST005848,2024/03/05,2024,3,5,Tuesday,1,33,Female,France, berlin  ,Returning,PROD00573, Groceries  ,Fresh Produce,Nova,28.61,2,10,5.72,Yes,7.46,6.73,65.69,PayPal,Desktop,Organic Search,Standard,Standard,South,6,Delivered,No,4.1,958.85,12.81,8.41,Spring,No,No
612302,CUST007752,08/03/2023,2023,8,3,Thursday,3,31,Female,Pakistan, toronto  ,New,PROD00623, Books  ,Non-Fiction,FreshMart,36.78,2,15,11.03,Yes,2.98,4.1,69.61,wallet,Mobile,Referral,Standard,Standard,West,5,Delivered,No,4.3,347.13,21.57,15.01,Summer,No,No
607748,CUST006575,2026/05/12,2026,5,12,Tuesday,2,47,Male,UAE,Mumbai,Returning,PROD00381,Groceries,Beverages,Trendify,24.33,3,0,0.0,No,13.07,8.65,94.71,PayPal,Mobile,Referral,Standard,Express,South,4,Delivered,No,4.4,652.74,15.96,15.12,Spring,No,No
613998,CUST008670,2026-12-31,2026,12,31,Thursday,4,28,Female,France,Dubai,New,PROD02179, Fashion  ,Men Clothing,Nova,81.75,3,0,0.0,No,3.28,28.01,276.54,WALLET,Mobile,Social Media,Platinum,Standard,East,4,Cancelled,No,4.5,4294.33,30.7,84.9,Winter,Yes,No
616248,CUST008135,06-Sep-2024,2024,9,6,Friday,3,50,Male,Germany,Riyadh,Returning,PROD02338,GROCERIES,Dairy,Nova,11.33,2,0,0.0,No,6.78,1.63,31.07,wallet,Mobile,Social Media,Standard,Standard,East,4,Shipped,No,4.3,407.01,10.82,3.36,Autumn,No,No
609767,CUST001454,2026-06-18,2026,6,18,Thursday,2,32,Male,India,New York,New,PROD02273,FASHION,Women Clothing,Apex,58.99,3,0,0.0,No,7.26,6.01,190.24,Bank Transfer,Desktop,Organic Search,Standard,Standard,South,5,Cancelled,No,4.3,1727.41,32.29,61.43,Summer,No,No
604486,CUST008181,2025-07-19,2025,7,19,Saturday,3,28,Female,Pakistan,Sydney,New,PROD00048,Electronics,Accessories,UrbanCo,1137.33,2,10,227.47,Yes,5.5,68.93,2121.62, PayPal  ,Mobile,Email,Standard,Standard,North,7,Returned,Yes,2.6,31340.78,25.23,535.28,Summer,No,Yes
614476,CUST007218,2024-12-17,2024,12,17,Tuesday,4,25,Female,UAE,Toronto,Loyal,PROD01780,Electronics,Headphones,Trendify,339.02,2,15,101.71,Yes,22.42,49.27,648.02,Cash on Delivery,Desktop,Direct,Standard,Same Day,South,1,Delivered,No,3.9,2783.78,12.42,80.48,Winter,Yes,Yes
620248,CUST003039,08/13/2024,2024,8,13,Tuesday,3,37,Female,Australia,mumbai,New,PROD00275, Fashion  ,Women Clothing,Trendify,53.2,2,5,5.32,Yes,5.93,11.47,118.48,bank transfer,Tablet,Organic Search,Silver,Standard,North,8,Delivered,No,3.6,1609.87,27.69,32.81,Summer,No,No
620389,CUST002437,11-May-2023,2023,5,11,Thursday,2,18,Female,France,London,New,PROD00775,Groceries,Dairy,Apex,15.19,3,5,2.28,No,12.12,3.89,59.3, BANK TRANSFER  ,Mobile,Social Media,Gold,Express,East,4,Delivered,No,4.4,189.47,25.5,15.12,Spring,No,No
604565,CUST004048,05/06/2024,2024,5,6,Monday,2,40,Female,Pakistan,Karachi,New,PROD00339,GROCERIES,Dairy,QuickCart,40.11,2,0,0.0,No,17.18,4.05,N/A,Bank Transfer,Tablet,Email,Standard,Express,South,3,Delivered,No,4.4,1433.61,18.63,18.9,Spring,No,No
608305,CUST004486,04/24/2023,2023,4,24,Monday,2,26,Female,United States,Dubai,Returning,PROD01510,Fashion,Bags,EcoLife,102.92,4,30,123.5,Yes,15.76,32.41,336.35,cash on delivery,Mobile,Paid Ads,Standard,Express,North,0,Returned,Yes,,3535.75,30.17,101.48,Spring,No,No
623989,CUST005632,03/17/2024,2024,3,17,Sunday,1,37,Female,United States,Toronto,Loyal,PROD00357,ELECTRONICS,Mobile,ValueMax,552.0,3,0,0.0,No,9.01,157.5,1822.51, PayPal  ,Desktop,Paid Ads,Standard,Pickup,West,4,Returned,Yes,,34985.5,9.68,176.42,Spring,No,Yes
625174,CUST006679,03/06/2023,2023,3,6,Monday,1,26,Male,France, Toronto  ,Returning,PROD01521,GROCERIES,Snacks,Trendify,13.32,1,5,0.67,Yes,0.0,1.03,13.68,PayPal,Mobile,Social Media,Gold,Standard,East,9,Delivered,No,3.0,266.52,36.27,4.96,Spring,No,No
614109,CUST004594,2025/03/17,2025,3,17,Monday,1,63,Male,India,Toronto,Returning,PROD02406,Fashion,Bags,ValueMax,85.42,1,40,34.17,Yes,4.88,4.5,60.63,credit card,Mobile,Organic Search,Standard,Standard,Central,7,Delivered,No,5.0,706.38,16.03,9.72,Spring,No,No
626108,CUST006957,2025/07/31,2025,7,31,Thursday,3,49,Female,Canada,Berlin,Loyal,PROD01920,electronics,Mobile,Apex,264.0,4,10,105.6,Yes,17.04,111.86,1079.3,DEBIT CARD,Mobile,Direct,Silver,Express,Central,6,Delivered,No,,5458.58,16.33,176.25,Summer,No,Yes
629476,CUST007291,2024/05/17,2024,5,17,Friday,2,45,Female,Canada,berlin,Loyal,PROD00900,Fashion,Shoes,QuickCart,209.29,2,15,62.79,Yes,7.08,13.89,376.76, Wallet  ,Desktop,Referral,Standard,Standard,Central,9,Returned,Yes,3.0,3839.91,33.28,125.39,Spring,Yes,No
625862,CUST003350,2026/09/10,2026,9,10,Thursday,3,43,Female,UAE,Mumbai,New,PROD01176,Beauty,Skincare,UrbanCo,27.21,3,0,0.0,Yes,13.38,8.39,103.4,Cash on Delivery,Desktop,Direct,Silver,Standard,East,5,Delivered,No,3.7,1807.46,20.32,21.01,Autumn,No,No
623730,CUST008299,08-May-2025,2025,5,8,Thursday,2,51,Male,Australia,,Returning,PROD01011,sports,Outdoor,Apex,182.31,4,10,72.92,Yes,8.87,85.84,751.03,Credit Card,Mobile,Email,Standard,Standard,Central,7,Delivered,No,4.6,9989.21,19.73,148.18,Spring,No,Yes
604894,CUST000868,25-Aug-2025,2025,8,25,Monday,3,32,Female,France,New York,Returning,PROD00431,electronics,Accessories,PrimePlus,311.09,1,15,46.66,Yes,8.77,35.35,308.55,CREDIT CARD,Mobile,Social Media,Silver,Express,West,4,Delivered,No,3.3,1884.29,21.5,66.34,Summer,No,No
618273,CUST003982,2026-04-07,2026,4,7,Tuesday,2,46,Male,France, karachi  ,Returning,PROD00654,Sports,Outdoor,EcoLife,65.5,1,0,0.0,No,6.51,2.93,74.94, Bank Transfer  ,Desktop,Paid Ads,Standard,Standard,West,2,Delivered,No,3.1,1286.34,20.94,15.69,Spring,No,No
610080,CUST001356,21-Aug-2026,2026,8,21,Friday,3,29,Male,Saudi Arabia,BERLIN,Loyal,PROD02003,Books,Education,Apex,42.78,2,25,21.39,Yes,10.77,7.36,82.3,wallet,Mobile,Social Media,Gold,Express,North,4,Delivered,No,,1695.4,8.22,6.77,Summer,Yes,No
600650,CUST003521,17-May-2025,2025,5,17,Saturday,2,41,Male,Germany,Berlin,New,PROD01828, SPORTS  ,Equipment,QuickCart,72.31,2,0,0.0,Yes,8.32,16.91,N/A,Debit Card,Mobile,Organic Search,Silver,Standard,East,6,Delivered,No,,1495.86,36.18,61.45,Spring,No,No
613193,CUST000862,2024-09-28,2024,9,28,Saturday,3,38,Female,Pakistan, new york  ,New,PROD00637,Books,Education,Apex,50.79,3,30,45.71,Yes,9.36,7.42,123.44,Debit Card,Desktop,Referral,Silver,Standard,West,7,Cancelled,No,5.0,611.26,29.52,36.44,Autumn,No,No
626916,CUST004051,10-Dec-2025,2025,12,10,Wednesday,4,45,Male,Australia,,Returning,PROD01183,GROCERIES,Snacks,Zenith,29.97,5,15,22.48,Yes,13.04,15.78,156.19,Cash on Delivery,Mobile,Paid Ads,Standard,Standard,West,7,Shipped,No,3.4,1405.85,22.03,34.41,Winter,No,No
615986,CUST004634,10/20/2026,2026,10,20,Tuesday,4,41,Female,Germany,Mumbai,Returning,PROD00131,ELECTRONICS,Headphones,ValueMax,584.54,3,25,438.4,Yes,14.98,69.1,1399.3,CREDIT CARD,Mobile,Email,Standard,Express,South,7,Shipped,No,,9973.22,16.75,234.38,Autumn,No,Yes
622181,CUST004649,09/27/2025,2025,9,27,Saturday,3,52,Male,France,Riyadh,Loyal,PROD01376,GROCERIES,Snacks,Trendify,18.33,2,0,0.0,No,16.18,3.44,56.28,BANK TRANSFER,Mobile,Direct,Standard,Express,East,0,Shipped,No,4.6,738.71,11.33,6.38,Autumn,No,No
629344,CUST005411,05/21/2025,2025,5,21,Wednesday,2,45,Female,Germany,mumbai,New,PROD00324,HOME & KITCHEN,Furniture,PrimePlus,162.74,1,5,8.14,No,0.0,18.86,173.46,wallet,Desktop,Social Media,Platinum,Standard,West,5,Delivered,No,,2976.24,11.88,20.61,Spring,No,No
601410,CUST000136,2025-03-30,2025,3,30,Sunday,1,33,Female,United States,Dubai,New,PROD01472,Groceries,Dairy,Apex,29.78,5,0,0.0,No,23.68,16.2,188.78,Debit Card,Mobile,Social Media,Gold,Same Day,South,0,Delivered,No,,3379.08,17.84,33.68,Spring,No,No
628979,CUST007352,2023-11-14,2023,11,14,Tuesday,4,999,Male,United States,,New,PROD00871, Sports  ,Fitness,PrimePlus,87.97,4,5,17.59,No,6.84,24.2,365.33, Bank Transfer  ,Tablet,Social Media,Standard,Pickup,South,5,Returned,Yes,3.0,4000.49,11.17,40.81,Autumn,No,No
622236,CUST007471,13-Aug-2025,2025,8,13,Wednesday,3,44,Female,France,Dubai,Returning,PROD00013,Books,Non-Fiction,PrimePlus,27.18,4,0,0.0,No,9.97,3.9,122.59,PayPal,Desktop,Organic Search,Standard,Pickup,East,5,Delivered,No,,2355.26,32.81,40.22,Summer,No,No
614155,CUST002958,06/08/2025,2025,6,8,Sunday,2,999,Male,Pakistan,,Returning,PROD01376, Sports  ,Equipment,ValueMax,107.69,2,5,10.77,Yes,4.71,25.76,235.08,Wallet,Mobile,Direct,Gold,Standard,North,8,Delivered,No,5.0,3033.92,36.06,84.77,Summer,No,No
623567,CUST002371,2023-05-18,2023,5,18,Thursday,2,41,Female,France,London,Returning,PROD00381, Fashion  ,Shoes,ValueMax,54.16,3,25,40.62,Yes,8.11,9.05,139.02,WALLET,Mobile,Social Media,Silver,Standard,West,0,Delivered,No,4.0,126.11,16.98,23.61,Spring,No,No
608774,CUST006941,24-May-2023,2023,5,24,Wednesday,2,51,Female,Pakistan,PARIS,Premium,PROD00611,Groceries,Beverages,UrbanCo,23.1,3,0,0.0,No,4.22,6.86,80.38, PayPal  ,Mobile,Referral,Standard,Standard,Central,5,Delivered,No,3.6,1656.59,16.35,13.14,Spring,No,No
627666,CUST005855,28-Apr-2025,2025,4,28,Monday,2,37,Male,India,London,Returning,PROD00987,Groceries,Snacks,EcoLife,31.86,2,25,15.93,Yes,8.74,3.37,59.9,Credit Card,Mobile,Paid Ads,Silver,Standard,North,5,Returned,Yes,3.7,1402.94,24.79,14.85,Spring,No,No
614316,CUST002571,2025/01/07,2025,1,7,Tuesday,1,31,Female,Australia, Toronto  ,Returning,PROD00785,HOME & KITCHEN,Furniture,FreshMart,191.33,6,5,57.4,No,8.0,106.69,1205.27,Cash on Delivery,Mobile,Social Media,Standard,Standard,North,6,Processing,No,4.3,3191.8,13.56,163.43,Winter,No,Yes
600579,CUST007147,11-Apr-2023,2023,4,11,Tuesday,2,33,Male,India, LONDON  ,New,PROD00184,Electronics,Laptop,Nova,487.46,1,35,170.61,Yes,6.67,24.21,347.73,BANK TRANSFER,Mobile,Social Media,Standard,Standard,South,4,Processing,No,3.3,3969.94,9.64,33.52,Spring,No,No
610496,CUST003655,27-Jun-2025,2025,6,27,Friday,2,27,Male,UAE,New York,New,PROD00669,toys,Action Figures,Zenith,34.41,3,25,25.81,Yes,6.09,6.27,N/A, PAYPAL  ,Mobile,Referral,Standard,Standard,East,2,Processing,No,4.2,1380.82,29.11,26.13,Summer,No,No
606216,CUST001614,05-Jan-2024,2024,1,5,Friday,1,58,Male,Saudi Arabia,,Loyal,PROD01055,Home & Kitchen,Decor,PrimePlus,251.31,2,30,150.79,Yes,9.44,44.49,405.76,Credit Card,Desktop,Paid Ads,Standard,Standard,Central,7,Delivered,No,3.0,5731.85,29.27,118.77,Winter,No,Yes
602983,CUST002973,2025-01-10,2025,1,10,Friday,1,31,Male,Germany,sydney,New,PROD02126,fashion,Shoes,EcoLife,95.15,2,10,19.03,Yes,6.75,14.52,192.54,Wallet,Mobile,Referral,Standard,Standard,South,7,Delivered,No,4.4,1841.71,14.79,28.48,Winter,No,No
610715,CUST003331,03/31/2025,2025,3,31,Monday,1,999,Male,Canada,sydney,Loyal,PROD02300, Home & Kitchen  ,Decor,QuickCart,192.59,4,10,77.04,Yes,11.78,47.27,752.37,WALLET,Mobile,Organic Search,Standard,Standard,North,8,Delivered,No,5.0,14976.21,16.62,125.04,Spring,Yes,Yes
622662,CUST008152,12-Nov-2024,2024,11,12,Tuesday,4,27,Male,France,Dubai,Loyal,PROD01924, Beauty  ,Makeup,Apex,61.84,6,30,111.31,Yes,15.73,20.73,296.19, PayPal  ,Mobile,Organic Search,Silver,Standard,East,3,Returned,Yes,2.8,4899.86,22.65,67.09,Autumn,No,No
613662,CUST000553,10-Jan-2023,2023,1,10,Tuesday,1,18,Male,United States,,Loyal,PROD02483, Groceries  ,Snacks,EcoLife,9.11,3,5,1.37,No,18.21,2.22,46.39,Bank Transfer,Mobile,Email,Standard,Express,East,0,Delivered,No,4.5,1118.53,33.32,15.46,Winter,No,No
620293,CUST007950,02/07/2026,2026,2,7,Saturday,1,46,Male,United States,,New,PROD01194,home & kitchen,Furniture,Zenith,83.27,4,35,116.58,Yes,18.61,13.19,248.3, wallet  ,Mobile,Paid Ads,Standard,Express,West,4,Delivered,No,4.0,4173.35,26.22,65.1,Winter,No,No
618883,CUST006231,04/15/2023,2023,4,15,Saturday,2,47,Female,France, Dubai  ,New,PROD01714,electronics,Accessories,QuickCart,269.77,4,15,161.86,Yes,17.57,33.16,967.95,Bank Transfer,Mobile,Email,Standard,Express,South,2,Delivered,No,3.9,4535.57,15.75,152.45,Spring,No,Yes
620720,CUST007598,11/15/2023,2023,11,15,Wednesday,4,49,Male,United Kingdom, Riyadh  ,Loyal,PROD02359, home & kitchen  ,Furniture,FreshMart,223.82,2,0,0.0,No,6.57,46.82,501.03,WALLET,Mobile,Direct,Standard,Standard,South,4,Delivered,No,4.0,1492.87,14.82,74.25,Autumn,Yes,Yes
608639,CUST005361,04-Sep-2026,2026,9,4,Friday,3,37,Female,United Kingdom,,New,PROD02218, groceries  ,Beverages,ValueMax,9.37,2,25,4.68,Yes,15.06,1.04,30.16,debit card,Desktop,Paid Ads,Standard,Express,South,7,Delivered,No,3.5,490.67,13.43,4.05,Autumn,No,No
629915,CUST008490,08/02/2025,2025,8,2,Saturday,3,28,Male,Pakistan,TORONTO,Loyal,PROD01416,Electronics,Accessories,QuickCart,357.53,2,30,214.52,Yes,5.33,73.74,579.61, DEBIT CARD  ,Mobile,Social Media,Standard,Standard,North,10,Returned,Yes,2.4,8542.98,9.62,55.76,Summer,No,Yes
605535,CUST002775,2023/12/30,2023,12,30,Saturday,4,48,Male,Canada,RIYADH,Returning,PROD02285,Home & Kitchen,Decor,ValueMax,106.25,4,10,42.5,Yes,24.31,31.71,438.52, PAYPAL  ,Mobile,Social Media,Gold,Same Day,East,1,Delivered,No,4.5,1717.39,27.9,122.35,Winter,Yes,Yes
626866,CUST005164,2024/12/29,2024,12,29,Sunday,4,26,Male,United States,berlin,New,PROD02275, Toys  ,Action Figures,Trendify,28.01,3,10,8.4,Yes,3.73,6.5,85.86, DEBIT CARD  ,Tablet,Email,Gold,Standard,West,6,Delivered,No,4.2,1274.72,35.82,30.76,Winter,No,No
609886,CUST001825,07-May-2024,2024,5,7,Tuesday,2,30,Male,Pakistan,Riyadh,New,PROD01074,Groceries,Dairy,Zenith,21.65,4,25,21.65,Yes,18.92,9.07,N/A, bank transfer  ,Mobile,Direct,Platinum,Same Day,West,2,Shipped,No,5.0,891.67,20.89,19.42,Spring,No,No
600771,CUST002312,2023/10/02,2023,10,2,Monday,4,40,Male,UAE,Dubai,Returning,PROD00498,home & kitchen,Furniture,Trendify,185.6,1,15,27.84,Yes,4.94,7.9,170.6,Bank Transfer,Desktop,Referral,Standard,Standard,West,9,Delivered,No,3.9,486.42,25.55,43.59,Autumn,No,No
600654,CUST005054,16-Oct-2023,2023,10,16,Monday,4,26,Female,United States,Berlin,Premium,PROD02326,Beauty,Haircare,UrbanCo,23.52,7,15,24.7,Yes,12.7,5.85,158.49,debit card,Desktop,Organic Search,Standard,Pickup,Central,4,Delivered,No,3.9,3138.38,32.97,52.25,Autumn,No,No
608654,CUST008084,01/23/2023,2023,1,23,Monday,1,49,Male,Saudi Arabia,Toronto,Loyal,PROD01871, Fashion  ,Women Clothing,Zenith,36.67,2,30,22.0,Yes,15.44,7.13,73.91,debit card,Desktop,Social Media,Standard,Express,South,7,Delivered,No,4.4,1519.4,18.64,13.78,Winter,No,No
627372,CUST005494,11/20/2025,2025,11,20,Thursday,4,52,Male,Saudi Arabia,New York,New,PROD00442,beauty,Fragrance,UrbanCo,33.07,3,0,0.0,No,17.49,7.63,124.33,Wallet,Mobile,Email,Silver,Express,South,5,Delivered,No,4.0,2214.93,35.15,43.7,Autumn,No,No
626209,CUST004250,2025/11/16,2025,11,16,Sunday,4,44,Male,France,mumbai,Returning,PROD01493,GROCERIES,Beverages,PrimePlus,32.42,2,5,3.24,No,15.53,2.86,79.99, paypal  ,Mobile,Direct,Standard,Express,Central,5,Delivered,No,4.2,416.04,17.35,13.88,Autumn,No,No
626890,CUST001933,2026-11-12,2026,11,12,Thursday,4,34,Male,UAE,london,Returning,PROD01403,home & kitchen,Decor,FreshMart,121.12,1,20,24.22,Yes,4.82,12.43,114.15,Cash on Delivery,Desktop,Organic Search,Silver,Standard,East,7,Returned,Yes,,2186.11,12.42,14.18,Autumn,No,No
603077,CUST007433,12/24/2023,2023,12,24,Sunday,4,30,Male,United Kingdom, Sydney  ,Loyal,PROD00555,Sports,Outdoor,FreshMart,89.84,6,15,80.86,Yes,26.17,22.81,507.16,Cash on Delivery,Mobile,Referral,Standard,Same Day,West,0,Shipped,No,4.0,5212.37,14.53,73.69,Winter,Yes,Yes
623223,CUST001349,2025/10/05,2025,10,5,Sunday,4,30,Male,Germany,riyadh,Premium,PROD01218,GROCERIES,Fresh Produce,QuickCart,19.66,3,0,0.0,No,5.41,1.79,66.18, PayPal  ,Mobile,Social Media,Gold,Standard,Central,4,Delivered,No,4.1,1638.55,19.03,12.59,Autumn,No,No
600911,CUST007639,21-Jul-2023,2023,7,21,Friday,3,33,Female,Australia, new york  ,Returning,PROD01514,electronics,Headphones,Zenith,422.91,3,5,63.44,No,5.74,74.39,1285.42,DEBIT CARD,Mobile,Direct,Standard,Standard,West,3,Processing,No,3.8,13377.56,25.23,324.31,Summer,No,Yes
612159,CUST003667,27-Jun-2025,2025,6,27,Friday,2,29,Male,Germany,New York,New,PROD00954,Fashion,Men Clothing,Nova,56.24,2,20,22.5,Yes,9.54,5.58,105.1,Debit Card,Tablet,Paid Ads,Standard,Standard,North,5,Returned,Yes,2.9,1515.0,19.58,20.58,Summer,No,No
618536,CUST001317,19-Jan-2025,2025,1,19,Sunday,1,48,Male,France,Dubai,Returning,PROD00509, FASHION  ,Women Clothing,Apex,80.81,1,10,8.08,Yes,13.28,4.01,90.02,Debit Card,Mobile,Social Media,Silver,Express,North,3,Delivered,No,,1219.58,19.03,17.13,Winter,No,No
629548,CUST002117,08/13/2024,2024,8,13,Tuesday,3,42,Male,United Kingdom,Toronto,Returning,PROD00114,fashion,Bags,Trendify,63.43,3,10,19.03,Yes,9.99,11.42,192.67,WALLET,Mobile,Social Media,Gold,Express,South,4,Shipped,No,4.2,3202.12,21.84,42.08,Summer,No,No
619775,CUST000242,01/25/2023,2023,1,25,Wednesday,1,48,Female,Pakistan,LONDON,Returning,PROD02248,electronics,Headphones,Zenith,690.46,4,0,0.0,No,21.61,265.72,3049.17,PayPal,Mobile,Email,Silver,Same Day,East,2,Delivered,No,4.4,47130.95,25.7,783.64,Winter,No,Yes
616187,CUST007593,2023-04-12,2023,4,12,Wednesday,2,18,Female,India,London,New,PROD00641,Electronics,Laptop,Nova,330.32,3,20,198.19,Yes,14.93,42.38,850.08, Cash on Delivery  ,Mobile,Email,Standard,Express,South,1,Cancelled,No,,12698.6,21.02,178.69,Spring,No,Yes
608720,CUST006737,02-Apr-2026,2026,4,2,Thursday,2,24,Female,Saudi Arabia,riyadh,New,PROD01114, Home & Kitchen  ,Furniture,FreshMart,144.53,6,0,0.0,No,11.74,100.64,979.56, DEBIT CARD  ,Mobile,Paid Ads,Standard,Standard,South,10,Delivered,No,,9583.71,3.0,29.39,Spring,No,Yes
614380,CUST006883,01/11/2023,2023,1,11,Wednesday,1,56,Male,UAE,new york,Loyal,PROD02075,beauty,Haircare,FreshMart,76.19,5,10,38.1,Yes,10.55,40.27,393.67,PayPal,Desktop,Direct,Standard,Standard,West,3,Processing,No,3.8,7471.73,28.63,112.71,Winter,No,Yes
624093,CUST005986,02/03/2025,2025,2,3,Monday,1,18,Male,United States, New York  ,Returning,PROD01169,TOYS,Board Games,PrimePlus,20.68,3,0,0.0,Yes,11.09,4.48,77.61,PayPal,Desktop,Paid Ads,Standard,Standard,Central,4,Delivered,No,3.9,579.25,29.06,22.55,Winter,No,No
617698,CUST007007,2024-04-27,2024,4,27,Saturday,2,32,Female,Pakistan,Paris,New,PROD02134,Toys,Puzzles,ValueMax,40.54,3,30,36.49,Yes,23.85,9.12,118.1,paypal,Mobile,Email,Silver,Same Day,West,0,Delivered,No,3.4,1465.7,32.87,38.82,Spring,No,No
607573,CUST008786,02/28/2025,2025,2,28,Friday,1,31,Male,France, New York  ,Loyal,PROD01497,Groceries,Snacks,PrimePlus,11.07,1,0,0.0,No,2.76,1.04,14.87,Credit Card,Mobile,Direct,Silver,Pickup,East,6,Processing,No,4.0,978.6,18.4,2.74,Winter,No,No
623413,CUST005094,2024-07-11,2024,7,11,Thursday,3,28,Female,Pakistan, Karachi  ,Premium,PROD02437,Electronics,Accessories,Nova,536.94,2,10,107.39,Yes,5.33,81.56,1053.38, Debit Card  ,Mobile,Paid Ads,Standard,Standard,East,4,Processing,No,,9274.31,11.43,120.4,Summer,No,Yes
616747,CUST007155,03/17/2024,2024,3,17,Sunday,1,24,Female,Saudi Arabia,karachi,Returning,PROD02077,books,Comics,Nova,36.84,5,15,27.63,Yes,10.41,11.5,178.48,debit card,Mobile,Social Media,Standard,Standard,North,8,Cancelled,No,3.9,2077.8,10.11,18.04,Spring,No,No
612756,CUST004525,2026-12-05,2026,12,5,Saturday,4,24,Female,Australia, London  ,Returning,PROD01574,books,Comics,Trendify,27.15,4,20,21.72,Yes,11.06,6.06,104.0,PayPal,Mobile,Paid Ads,Silver,Standard,South,5,Processing,No,4.3,738.37,6.26,6.51,Winter,Yes,No
621286,CUST001568,06/10/2026,2026,6,10,Wednesday,2,39,Female,France,Mumbai,Loyal,PROD00761,Toys,Action Figures,QuickCart,49.29,3,0,0.0,No,8.8,12.33,169.0,debit card,Mobile,Organic Search,Standard,Standard,East,4,Delivered,No,,1041.58,32.15,54.33,Summer,No,No
